tweet_text,caution_and_advice,displaced_people_and_evacuations,infrastructure_and_utility_damage,injured_or_dead_people,not_humanitarian,other_relevant_information,requests_or_urgent_needs,rescue_volunteering_or_donation_effort,sympathy_and_support
RT @danieledann1: Speechless and grieved for what is going on in my Country ὢ2ὢ2ὢ2 #PrayersForItaly #ItalyEarthquake #terremoto #Italy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
RT @SiasRasp: How to Help Victims of the Earthquake in Italy #PrayForItaly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"A friend, and a pizza. Comfort food and comfort people around me this evening, to share the pain and trying to go on. #ItalyEarthquake",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
RT @AVB1forever: My heart goes out to those affected by the devastating earthquake in Italy. ὢ2 Stay Safe Everyone &amp; Stay Strong ὤF #PrayFo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
RT @memetsimsek: Our thoughts &amp; prayers are with our friends in Italy after this devastating earthquake. Stay strong! #PrayForItaly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
The big heart of humanity. Refugees and Italians together. Solidarity. #terremoto #aiutiamoci #ItalyEarthquake,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
RT @preferiscoharry: Dear @Harry_Styles @Louis_Tomlinson @LiamPayne @NiallOfficial PLEASE HELP US! #PrayForItaly,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
foto di grazianonomad  Help us raising money to rebuild after this huge tragedy #ItalyEarthquake ὤFἿEὤFἿEὤFἿE,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Thoughts are with those effected by the Earthquake in Italy today.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Bronxs Little Italy launches earthquake relief fund #Italy #BronxLittleItaly #NYC #ItalyEarthquake #ArthurAvenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
RT @girlposts: my thoughts and prayers go out to everyone in Italy affected by the earthquake today #PrayForItaly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
RT @unisdr: #ItalyEarthquake: Aftershocks hamper rescue efforts #switch2sendai #IDDR2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
247 people died in the quake. Shaline pray to Italy with us? #PrayForItaly ἞E἟9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Tiny white coffins for children killed in the #ItalyEarthquake become tragic symbol of the disaster. Nearly 300 dead,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Pleasee @AURORAmusic pray ὤFὤF for my countryὢ2 #PrayForItaly #ItalyEarthquake,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
RT @SavingHumanitee: Were donating 25% net proceeds to the Red Cross on all #ItalyStrong Socks #ItalyEarthquake #PrayForItaly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Crafters in solidarity w/central Italian earthquake victims: buy handmade &amp; support  #PrayForItaly #Earthquakeaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
from today we will donate 3 euros every Pasta allAmatriciana dish ordered from today for 2 weeks at La Taverna Restaurant #italyearthquake,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
RT @InLarryxArms: @Louis_Tomlinson pls donate in ITALY #PrayForItaly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"For all the people around the globe PLEASE DONATE IF YOU CAN, YOU CAN SAVE LIFES  #PrayForItaly",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
RT @DockWalls: #ItalyEarthquake at least 120 people dead. I applaud #Heroes frantic efforts to rescue trapped victims.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
My illustration for #Amatrice #terremoto #ItalyEarthquake #earthquake #UltimOra #Italy #mycountry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Search &amp; rescue operations still underway in #Amatrice, 3 days after #ItalyEarthquake #terremoto #afptv @afpfr @AFP",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
RT @CeramicsOfItaly: Our hearts go out to our friends in Amatrice and Accumoli in wake of this tragedy #PrayforItalia #ItalyEarthquake http,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
RT @EU_ScienceHub: Latest @GDACS data on on #ItalyEarthquake available here  #terremoto #TerremotoItalia,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Our thoughts go out to the victims and the communities devastated by the earthquake that struck central Italy this morning. #ItalyEarthquake,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
RT @AlwaysActions: Our thoughts and prayers are with the victims in Italy #PrayForItaly Ὁ4 ἞E἟9 ❤,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"My heart goes out to all those directly affected by the #ItalyEarthquake that has devastated the landscape. Indirectly, we are all affected",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Strong aftershocks from #ItalyEarthquake have left the town of #Amatrice all but closed off. Main roads into town blocked by rubble.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
God bless all those affected by the earthquake in #Italy #ItalyEarthquake ♡,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
#prayforitaly sending so much love and hope out to all those affected by the earthquake I wish I could be there to help,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Prayers for the man above to lean his mercy on the people of Italy affected by the earthquake #ItalyEarthquake #Italie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
RT @Survomez: Donate! 45500 #PrayForItaly #terremoto,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
RT @Rick_ArloYL: See how you can help out those affected by the #ItalyEarthquake! #donate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
RT @braddancingtto: All my love and condolences to the victims and the families of them:(. #PrayForItaly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Prosecutors begin inquiry into #italyEarthquake - asking why did quake proof school at #Amatrice &amp; others collapse,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
RT @thebaddestnuna: Praying that all my family and friends in Italy are safe and sound #PrayForItaly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
RT @Itsdrewsgirl: guys please if you have the chance to donate 2€ text the 45500 we really need help :(( #ItalyEarthquake,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"RT @JohnCabotRome: Whether youre in #Rome or abroad, there are many ways to help the victims of the #ItalyEarthquake. Learn more: /",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
THIS IS SO IMPORTANT!!! #ItalyEarthquake #terremoto #CroceRossaItaliana #PrayForItaly ❤️ὤFἿBὤFἿB἞E἟9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
if u want to donate money to help people affected by the earthquake on  #prayforItaly or here,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
RT @SkyNewsBreak: The Queen has made a personal donation to support the work of the Italian Red Cross in the search and rescue effort after,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"$67,960 raised of $1,000,000 goal after 1 day. Italy Earthquake Relief Fund on @globalgiving: #prayforitaly",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
RT @MJohnsonCTV: .@stpierre_ch offers condolences to families of #ItalyEarthquake victims; says many Italians in #Quebec are worried about,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
The Happiness Family continues to pray for those affected by the earthquake in Italy. Sii Forte Italia!#prayforitaly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Heart, love and thoughts going out of my fellow #italianos #ItalyEarthquake ὡ8ὉB἞E἟9 Much love to you all",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
RT @jfkbydbay: My prayers to those affected by the strong earthquake in Italy. #ItalyEarthquake,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
RT @romewise: Head to #italy museums Sunday to help #ItalyEarthquake victims. #museums4italy @MiBACT @Turismoromaweb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
RT @fareprogressi: #ItalyEarthquake Were raising funds for the mayors of the towns most affected Please donate  htt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
The earthquake in New Zealand was massive. Billions of dollars of damage. And it was followed by a storm.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
These pictures show the alarming extent of the quake damage to this building. Keep well clear!,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Just woke to news of another earthquake! WTF NZ?! They seem to be happening an awful lot. Stay safe everyone xx #eqnz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"When theres an actual earthquake, landslide and severe flooding during your driving test and you still pass #eqnz #Wellington @NZTAWgtn",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"Tsunami warning for entire East Coast of NZ, be safe people, move to higher ground! #eqnz",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
And the building is rocking again! #eqnz #aftershocks,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Ferries parked in Wellington harbour morning after earthquake &amp; tsunami warning #eqnz,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Photo of the homestead in Kaikoura where a 100 year old women was pulled from the rubble alive, sadly her son was killed ὡ4#eqnz",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
@backpackergroup Massive 7.5 earthquake hits New Zealand. Liquifaction. Tsunami 2.5 mtrs. East coast on high alert. Wellington CBD closed.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
About 60 earthquakes in New Zealand since midnight. Tsunami and damage reported. Buildings collapsed and bridges too. Rail ilnes popped out,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
RT @1NewsNZ: Earthquake LIVE: Wellington building to be taken down due to quake damage,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
#Tsunami latest: Theres a marine &amp; beach threat from Wellington to Banks Peninsula. All other threats lifted  #eqnz,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Local state of emergency declared in Kaikoura &amp; Hurunui. Here are eight tips for coping emotionally after an #eqnz,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UCs Student Volunteer Army has activated its emergency response plan &amp; is ready to lend a hand:  #earthquake #eqnz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"Powerful magnitude 7.8 earthquake strikes New Zealand, USGS says via the @FoxNews App",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
It just keeps on keeping on. Were keeping Kaikoura people in our thoughts. #eqnz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
24 earthquakes in an hour moving along the fault line. Tsunami warnings issued for South Island east cost. Stay safe NZ #eqnz ὢCὤ8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Earthquake, thanks for waking me up. I was about to have midnight snack. If you need me, Ill be under the table eating a porkchop :) #eqnz",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Thinking of people around the country who were affected by the earthquake last night. Stay safe #eqnz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
NZcivildefence: Waves are expected to continue for the next few hours. Stay off beaches and shore areas. Do not go sightseeing. #eqnz,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tsunami sirens going off in Lower Hutt #eqnz #earthquake #tsunami #wgtn,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Photos have emerged of the damage from this mornings earthquakes that have struck New Zealand #eqnz,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
@StJohnNZ Post-earthquake toy rescue centre set up by a St John Penguin of Upper Hutt.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
RT @suzikyla23: Amazing shot from SH1 damage north of Kaikoura - from Kim Savage #eqnz @1NewsNZ,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Very sad to hear the news of the earthquake in New Zealand. Fond memories of sitting by the sea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
RT @radionz: John Key: Predicts structural damage more significant than people think. #eqnz,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"RT @LifehouseEurope: To our friends in New Zealand, Please stay safe! Were praying for you. Let us know youre ok! #earthquake – besorgt",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Thoughts and prayers with NZ and emergency services teams working in Kaikoura, kia kaha",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Sending hugs &amp; thoughts to all my Sth Island &amp; Wgtn friends XX #eqnz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Get a text, oh theres a tsunami warning. Go on SM and everyone is freaking the fuck out about an earthquake. Didnt feel it!",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stadium cleared of major structural damage. However @WgtnPhoenixFC v @gomvfc postponed &gt;&gt;  #eqnz,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"#eqnz UPDATE: New Zealand earthquake raised to 7.8 magnitude, first tsunami waves detected and fears for kaikoura",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
powerful #quake M6.1 strikes South Island of New Zealand 10 min ago. #Tsunami issued - .,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
A grim forecast: There is high possibility of another 7.0 magnitude earthquake in #NewZealand  #NZEQ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RT @pablogl: Luckily just had minor damage at home #eqnz,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
12:50pm UPDATE - #Tsunami threat map is reduced. This is our FINAL specific tsunami update . @NZcivildefence for more,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RT @CeridwenFraser: Emergency services ready with cool drone helpers in Wellington #eqnz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Sobering thought seeing the damage in Wellington how lucky it was midnight Wouldve been fatalities if this was during business hours. #eqnz,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"RT @viralpoet: @hebehu @CanterburyEM so according to this Im in a tsunami zone and should evacuate . According to Selwyn council, Im not.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A helping hand for Innovative Waste Kaikoura! Donate to help IWK with the post-quake clean up  @linkedin #eqnz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Risk of tsunami remains after massive quake  #eqnz,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Praying for everyone safety #eqnz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Stay safe everybody. Thoughts with you from a far #eqnz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
My streams for the next week will be accepting donation money to go towards any #eqnz #chch #earthquake relief funds for the massive quake,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
RT @lou_gordongreen: This is the damage in Parnassus just south of #Kaikoura my friends house #eqnz,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
RT @nzherald: #BREAKING Looting in Christchurch following horror earthquake this morning #EQNZ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
#TyoNews Tsunami warning after major New Zealand earthquake: submitted by /u/Cansifilayeds [link]  #News,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HOLYSHIT there was magnitude 7.2 earthquake!!!!!,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
New Zealand: After a long night of tsunami warning sirens we have gotten over 100 decent sized aftershocks. #earthquake,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Christchurch tsunami warning sirens now working. #eqnz,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RT @TonkinTaylor: Specialist earthquake engineers take to the sky to analyse the land damage across North Canterbury #EQNZ,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
NZcivildefence: RT MarlEmergency: #Eqnz update: All residents strongly urged to conserve water. It may take days t,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"#eqnz #tsunami Update: 8.20am People who were evacuated due to this morning’s earthquake are now able to go home,",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Glad to hear the Tsunami warning has been cancelled. I pray that we dont have another tonight! #eqnz,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RT @AP: BREAKING: First US warship to visit New Zealand in more than 30 years diverts to help with earthquake evacuation.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
RT @interislander: As a result of Monday’s earthquake the damage sustained has affected the areas where we board our foot passengers in Pic,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
RT @alexperro: About to liftoff to check out damage on South Island #eqnz stay tuned to @radionz @NZMorningReport,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
RT @sms1stSL: Update: 2 #dead &amp; 5 #injured after 7.4 severe Earthquake hit #NZ #eqnz #prayfornz #LKA,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Friggin aftershocks. Jeez. #eqnz,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Another decent shake. #Wellington #eqnz #earthquake,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"RT @MabeyBridge: Our thoughts are with everyone affected by the earthquake near Christchurch, New Zealand. #Earthquake #NewZealand #Christc",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Christchurch, New Zealand Thoughts go out to all of those affected by last nights earthquake #Christchurch #newzealand #city #dusk #sunset",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
RT @NZcivildefence: #Raglan residents - boil your drinking water for the next three days #eqnz,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
If Rice Bowl Burger Bar is open Im getting fish and chips. I need comfort food (or at least an excuse). #eqnz,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Is it too early to start drinking?? These aftershocks are breaking me #eqnz,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"Thankful the shake was in the night, not when people were out on the streets. Hope everyone is doing okay #earthquake #eqnz",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Thinking so much about the people in #NewZealand. Im really sorry about what youve been through - please take care #earthquake #eqnz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Theres professionalism and then theres RNZ presenters coolly rolling with it as they take an earthquake in their stride.,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
UPDATE from NZ herald: tsunami waves in kaikoura and Wellington. Power out in some areas. Road damaged to Cheviot. #eqnz,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
PHOTOS || Earthquake damage shown from the @NZAirForce NH90 down south:  // #earthquake #eqnz #newzealand,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Latest #eqnz #tsunami update Monday 14 November 2016 Update: 3.50am Christchurch Civil Defence and Emergency,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
At least 2 dead in New Zealand earthquake; residents flee tsunami The 7.8 magnitude earthq,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"from a friend in burwood, christchurch #eqnz: neighbors gone, roads are packed, sirens are going off.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RT @RCN_MRC: #HMCSVancouver is the #CAF contribution to @CanadaFP mission to deliver post #EQNZ aid in New Zealand #OpRENAISSANCE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Says the town was eerily quiet. A number of damaged buildings and power poles. He thought the power would be out for a long time. #eqnz,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
why you All sleep tight in yours bed tonight. Please think of the victims of New Zealand earthquake that sleeping away from there homes.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
New Zealand Red Cross - November 2016 Earthquake Appeal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
RT @alans_world: #eqnz Please check  for information on todays situation,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Showing quake photos of supermarket aisles is misleading, broken red wine ἷ7 always so dramatic! #eqnz",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"We need more information on these cows, this is a critical situation #eqnz",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Most NZ thing ever: Former All Black captain Richie McCaw is flying in aid by helicopter after earthquakes. #eqnz #kiakaha,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"RT @nzherald: #BREAKING Several large aftershocks hit Wellington, Seddon and Cheviot. Live updates:  #eqnz",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RT @Claire_Phipps: There has been a severe earthquake in New Zealand; damage unclear (its the middle of the night) #eqnz,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"RT @CBCNews: At least 2 people killed in 7.8 magnitude earthquake, New Zealands PM says",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"RT @airnewsalerts: 2 killed after powerful #earthquake struck #NewZealand, residents flee following #Tsunamiwarning",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
RT @03alert: Ὢ8 KAIKOURA - We have reports that The Elms Homestead &amp; Roadhouse on SH1 has completely collapsed. #EQNZ,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
#BREAKING: Tsunami has been generated following 7.5-magnitude quake in New Zealand -- civil defense authority @BreakingNews,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RT @DellMcLeod: #eqnz Topo Mouth Punawea and Tairei Mouth in Clutha being evacuated.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RT @CitizenSlant: New Zealand Earthquake: 5 Crucial Facts You Need to Know,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"#HMCSVancouver and Sea King work with multinational Task Group to aid #EQNZ - helping to deliver 13,000 kg of food and supplies #BravoZulu",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Hope everyones safe around New Zealand following the earthquake! 7.6. crazy! #eqnz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
RT @NZWarriors: We hope everyone is doing ok after last nights earthquake #WarriorNation. Stay safe whanau ὊA#eqnz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Some of you may know there has been a 7.5 earthquake in New Zealand. Auckland where I live hasnt been affected.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
U.S. Navy P-3C Orion provides assistance to New Zealand after earthquake supporting critical relief efforts:  #eqnz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
RT @PeterVogel: First #Tsunami waves of 2 m come ashore from #earthquake in #NZ with revised magnitude of 7.8. #eqnz,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
#newzealand #northisland #auckland #earthquake #tsunami warning,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Just to letting friends know. I am North West of Auckland so luckily very clear of the earthquake and Tsunami that has hit south New Zealand,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Hundreds of tourists await rescue in New Zealand by military after massive earthquake  via @markets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
RT @Jalopnik: Ferrari will build one last LaFerrari to aid Italian earthquake victims,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
